ManufacturerName,DKPartNumber,ProductDescription,QuantityOnHand,AvailableOnOrder,ManfacturerPublicQuantity,UnitPrice,ManufacturerLeadWeeks,StandardPackage,MinimumOrderQuantity,Url,Packaging,Part Status,Capacitance,Tolerance,Voltage - Rated,Type,ESR (Equivalent Series Resistance),Operating Temperature,Lifetime @ Temp.,Mounting Type,Package / Case,Size / Dimension,Height - Seated (Max),Lead Spacing,Manufacturer Size Code,Features,Failure Rate,Notification,Applications,Temperature Coefficient,Thickness (Max),Lead Style,Ratings
"{'Id': '399', 'Text': 'KEMET'}",399-10382-2-ND,CAP TANT POLY 1500UF 6.3V 2924,0,4000,0,2.8275,14 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T545H158M006ATE055/399-10382-2-ND/3777598,Tape & Reel (TR),Active,1500µF,±20%,6.3V,Molded,55 mOhm @ 100kHz,-55°C ~ 125°C,-,Surface Mount,2924 (7360 Metric),"0.287"" L x 0.236"" W (7.30mm x 6.00mm)","0.079"" (2.00mm)",-,H,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-10369-2-ND,CAP TANT POLY 150UF 10V 2917,4500,1500,0,3.234,18 weeks,500,500,www.digikey.com/product-detail/en/kemet/T530D157M010ATE005/399-10369-2-ND/3760644,Tape & Reel (TR),Active,150µF,±20%,10V,Molded,5 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4981-2-ND,CAP TANT POLY 47UF 10V 3528,36000,0,0,0.36236,29 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T520B476M010ATE035/399-4981-2-ND/1129667,Tape & Reel (TR),Active,47µF,±20%,10V,Molded,35 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4752-2-ND,CAP TANT POLY 470UF 6.3V 2917,3500,1500,0,3.381,24 weeks,500,500,www.digikey.com/product-detail/en/kemet/T530Y477M006ATE005/399-4752-2-ND/1001050,Tape & Reel (TR),Active,470µF,±20%,6.3V,Molded,5 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.157"" (4.00mm)",-,Y,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-13349-2-ND,CAP TANT POLY 220UF 6.3V 3528,0,200,0,5.8222,18 weeks,100,100,www.digikey.com/product-detail/en/kemet/T543B227K006AHW035D100/399-13349-2-ND/6100159,Tape & Reel (TR),Active,220µF,±10%,6.3V,Molded,35 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.079"" (2.00mm)",-,B,High Reliability,,,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-13372-2-ND,CAP TANT POLY 68UF 10% 25V 7343,0,0,0,6.4682,18 weeks,100,100,www.digikey.com/product-detail/en/kemet/T543X686K025AHW035D100/399-13372-2-ND/6100182,Tape & Reel (TR),Active,68µF,±10%,25V,Molded,35 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,High Reliability,,,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-3261-2-ND,CAP TANT POLY 330UF 2.5V 2917,500,0,0,1.6716,21 weeks,500,500,www.digikey.com/product-detail/en/kemet/T525D337M2R5ATE025/399-3261-2-ND/600060,Tape & Reel (TR),Active,330µF,±20%,2.5V,Molded,25 mOhm @ 100kHz,-55°C ~ 125°C,-,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4084-2-ND,CAP TANT POLY 220UF 4V 2917,3000,0,0,0.53235,21 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T520V227M004ATE045/399-4084-2-ND/818945,Tape & Reel (TR),Active,220µF,±20%,4V,Molded,45 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12079-2-ND,CAP TANT POLY 22UF 10% 25V SMD,0,0,0,4.3877,18 weeks,500,500,www.digikey.com/product-detail/en/kemet/T543D226K025AHW0757505/399-12079-2-ND/5344121,Tape & Reel (TR),Active,22µF,±10%,25V,Molded,75 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,High Reliability,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-13527-2-ND,CAP TANT POLY 15UF 63V 2917,0,0,0,12.6875,54 weeks,500,500,www.digikey.com/product-detail/en/kemet/T541X156M063BH6510/399-13527-2-ND/6134134,Tape & Reel (TR),Active,15µF,±20%,63V,Molded,50 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,High Reliability,,,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-5258-2-ND,CAP TANT POLY 330UF 4V 2917,0,1000,0,1.9575,14 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T528Z337M004ATE009/399-5258-2-ND/1829978,Tape & Reel (TR),Active,330µF,±20%,4V,Molded,9 mOhm @ 100kHz,-55°C ~ 105°C,-,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.067"" (1.70mm)",-,Z,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-16628-2-ND,CAP TANT POLY 150UF 6.3V SMD,2000,0,0,0.4851,22 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T520V157M006ATE018/399-16628-2-ND/8042240,Tape & Reel (TR),Active,150µF,±20%,6.3V,Molded,18 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)",-,V,General Purpose,,,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-3254-2-ND,CAP TANT POLY 15UF 6.3V 3528,5000,12000,0,0.3675,30 weeks,2500,2500,www.digikey.com/product-detail/en/kemet/T520T156M006ATE100/399-3254-2-ND/600053,Tape & Reel (TR),Active,15µF,±20%,6.3V,Molded,100 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.047"" (1.20mm)",-,T,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12099-2-ND,CAP TANT POLY 100UF 10V 2917,1000,0,0,0.72472,30 weeks,500,500,www.digikey.com/product-detail/en/kemet/T598D107M010ATE025/399-12099-2-ND/5360979,Tape & Reel (TR),Active,100µF,±20%,10V,Molded,25 mOhm @ 100kHz,-55°C ~ 125°C,1000 Hrs @ 125°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,AEC-Q200
"{'Id': '399', 'Text': 'KEMET'}",399-4047-2-ND,CAP TANT POLY 220UF 10V 2917,25000,33000,0,0.72828,20 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520D227M010ATE040/399-4047-2-ND/818908,Tape & Reel (TR),Active,220µF,±20%,10V,Molded,40 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-10381-2-ND,CAP TANT POLY 680UF 6.3V 2917,2000,3000,0,3.6015,7 weeks,500,500,www.digikey.com/product-detail/en/kemet/T530X687M006ATE010/399-10381-2-ND/3760656,Tape & Reel (TR),Active,680µF,±20%,6.3V,Molded,10 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-16632-2-ND,CAP TANT POLY 10UF 25V SMD,0,2000,0,0.5439,6 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T521B106M025ATE100/399-16632-2-ND/8042244,Tape & Reel (TR),Active,10µF,±20%,25V,Molded,100 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-16564-2-ND,CAP TANT POLY COTS SMD 470UF 16V,0,500,0,12.2815,12 weeks,500,500,www.digikey.com/product-detail/en/kemet/T543O477M016AHE020/399-16564-2-ND/7932638,Tape & Reel (TR),Active,470µF,-,16V,Molded,20 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2924 (7360 Metric),"0.287"" L x 0.236"" W (7.30mm x 6.00mm)","0.169"" (4.30mm)",-,O,High Reliability,,,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-12359-2-ND,CAP TANT POLY 100UF 10V 2312,500,0,0,3.8135,12 weeks,500,500,www.digikey.com/product-detail/en/kemet/T543C107K010ATE025/399-12359-2-ND/5452637,Tape & Reel (TR),Active,100µF,±10%,10V,Molded,25 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,High Reliability,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-4136-2-ND,CAP TANT POLY 470UF 6.3V 2917,1500,2000,0,3.4839,24 weeks,500,500,www.digikey.com/product-detail/en/kemet/T530X477M006ATE006/399-4136-2-ND/818997,Tape & Reel (TR),Active,470µF,±20%,6.3V,Molded,6 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12329-2-ND,CAP TANT POLY 150UF 6.3V 2312,1000,1500,0,0.5355,13 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520C157M006ATE025/399-12329-2-ND/5452607,Tape & Reel (TR),Active,150µF,±20%,6.3V,Molded,25 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-13122-2-ND,CAP TANT POLY 10UF 75V 7343,0,10500,0,2.205,23 weeks,500,500,www.digikey.com/product-detail/en/kemet/T521X106M075ATE050/399-13122-2-ND/5844148,Tape & Reel (TR),Active,10µF,±20%,75V,Molded,50 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-10331-2-ND,CAP TANT POLY 33UF 6.3V 3528,2000,0,0,0.41454,29 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T520B336M006AHE040/399-10331-2-ND/3760606,Tape & Reel (TR),Active,33µF,±20%,6.3V,Molded,40 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12281-2-ND,CAP TANT POLY 10UF 35V 2917,0,0,0,0.84525,29 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T591V106M035ATE120/399-12281-2-ND/5422982,Tape & Reel (TR),Active,10µF,±20%,35V,Molded,120 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12269-2-ND,CAP TANT POLY 10UF 35V 2917,2000,0,0,1.00464,29 weeks,500,500,www.digikey.com/product-detail/en/kemet/T591D106M035ATE120/399-12269-2-ND/5422970,Tape & Reel (TR),Active,10µF,±20%,35V,Molded,120 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12334-2-ND,CAP TANT POLY 680UF 4V 2917,3500,0,0,1.344,21 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520D687M004ATE015/399-12334-2-ND/5452612,Tape & Reel (TR),Active,680µF,±20%,4V,Molded,15 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12282-2-ND,CAP TANT POLY 100UF 10V 2917,1000,0,0,1.23774,30 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T591V107M010ATE025/399-12282-2-ND/5422983,Tape & Reel (TR),Active,100µF,±20%,10V,Molded,25 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-16631-2-ND,CAP TANT POLY 10UF 16V SMD,4000,0,0,0.4704,30 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T521B106M016ATE100/399-16631-2-ND/8042243,Tape & Reel (TR),Active,10µF,±20%,16V,Molded,100 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-10329-2-ND,CAP TANT POLY 150UF 6.3V 3528,136000,0,0,0.46746,29 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T520B157M006ATE035/399-10329-2-ND/3760604,Tape & Reel (TR),Active,150µF,±20%,6.3V,Molded,35 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-11982-2-ND,CAP TANT POLY 470UF 6.3V 2917,0,1000,0,1.4935,24 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T520W477M006ATE035/399-11982-2-ND/5267600,Tape & Reel (TR),Active,470µF,±20%,6.3V,Molded,35 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.059"" (1.50mm)",-,W,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-16042-2-ND,CAP TANT POLY 33UF 35V 2917,500,0,0,1.134,10 weeks,500,500,www.digikey.com/product-detail/en/kemet/T591D336M035ATE065/399-16042-2-ND/7605113,Tape & Reel (TR),Active,33µF,±20%,35V,Molded,65 mOhm @ 100kHz,-55°C ~ 125°C,1000 Hrs @ 125°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-10354-2-ND,CAP TANT POLY 470UF 6.3V 2917,2000,0,0,0.87906,22 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T520V477M006ATE055/399-10354-2-ND/3760629,Tape & Reel (TR),Active,470µF,±20%,6.3V,Molded,55 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-3279-2-ND,CAP TANT POLY 330UF 6.3V 2917,0,500,0,1.59102,6 weeks,500,500,www.digikey.com/product-detail/en/kemet/T525D337M006ATE025/399-3279-2-ND/600078,Tape & Reel (TR),Active,330µF,±20%,6.3V,Molded,25 mOhm @ 100kHz,-55°C ~ 125°C,-,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4030-2-ND,CAP TANT POLY 100UF 10V 2917,3000,20500,0,0.46872,21 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520D107M010ATE080/399-4030-2-ND/818891,Tape & Reel (TR),Active,100µF,±20%,10V,Molded,80 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12350-2-ND,CAP TANT POLY 330UF 10V 2917,1500,0,0,1.75088,15 weeks,500,500,www.digikey.com/product-detail/en/kemet/T525Y337M010ATE035/399-12350-2-ND/5452628,Tape & Reel (TR),Active,330µF,±20%,10V,Molded,35 mOhm @ 100kHz,-55°C ~ 125°C,-,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.157"" (4.00mm)",-,Y,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4790-2-ND,CAP TANT POLY 33UF 10V 3528,0,3000,0,0.4116,30 weeks,3000,3000,www.digikey.com/product-detail/en/kemet/T520T336M010ATE080/399-4790-2-ND/1001255,Tape & Reel (TR),Active,33µF,±20%,10V,Molded,80 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.047"" (1.20mm)",-,T,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4789-2-ND,CAP TANT POLY 15UF 10V 1206,6000,4000,0,0.22838,18 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T520A156M010ATE080/399-4789-2-ND/1001254,Tape & Reel (TR),Active,15µF,±20%,10V,Molded,80 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4028-2-ND,CAP TANT POLY 68UF 6.3V 3528,4000,0,0,0.27405,29 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T520B686M006ATE070/399-4028-2-ND/818889,Tape & Reel (TR),Active,68µF,±20%,6.3V,Molded,70 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4121-2-ND,CAP TANT POLY 150UF 10V 2917,3000,0,0,3.087,18 weeks,500,500,www.digikey.com/product-detail/en/kemet/T530D157M010ATE006/399-4121-2-ND/818982,Tape & Reel (TR),Active,150µF,±20%,10V,Molded,6 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12273-2-ND,CAP TANT POLY 220UF 10V 2917,0,0,0,0.89208,29 weeks,500,500,www.digikey.com/product-detail/en/kemet/T591D227M010ATE025/399-12273-2-ND/5422974,Tape & Reel (TR),Active,220µF,±20%,10V,Molded,25 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4069-2-ND,CAP TANT POLY 100UF 10V 2917,4000,5000,0,0.6111,21 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T520V107M010ATE025/399-4069-2-ND/818930,Tape & Reel (TR),Active,100µF,±20%,10V,Molded,25 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-10456-2-ND,CAP TANT POLY 4.7UF 63V 2917,500,0,0,9.425,6 weeks,500,500,www.digikey.com/product-detail/en/kemet/T540D475M063AH6510/399-10456-2-ND/3945647,Tape & Reel (TR),Active,4.7µF,±20%,63V,Molded,120 mOhm @ 100kHz,-55°C ~ 125°C,-,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,High Reliability,,,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-11663-2-ND,CAP TANT POLY 15UF 20V 3528,2000,0,0,0.5145,29 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T521B156M020ATE090/399-11663-2-ND/5023255,Tape & Reel (TR),Active,15µF,±20%,20V,Molded,90 mOhm @ 100kHz,-55°C ~ 105°C,-,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.079"" (2.00mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-9791-2-ND,CAP TANT POLY 1000UF 4V 2917,1000,0,0,3.6015,7 weeks,500,500,www.digikey.com/product-detail/en/kemet/T530X108M004ATE006/399-9791-2-ND/3724727,Tape & Reel (TR),Active,1000µF,±20%,4V,Molded,6 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-11709-2-ND,CAP TANT 330UF 2.5V 20% 3528,24000,12000,0,0.7056,11 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T520B337M2R5ATE009/399-11709-2-ND/5131691,Tape & Reel (TR),Active,330µF,±20%,2.5V,Molded,9 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-8851-2-ND,CAP TANT POLY 47UF 35V 2917,500,0,0,7.51826,47 weeks,500,500,www.digikey.com/product-detail/en/kemet/T543X476M035AHE030/399-8851-2-ND/3522144,Tape & Reel (TR),Active,47µF,±20%,35V,Molded,30 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,High Reliability,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,COTS
