Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Unit Price                                                          USD,Minimum Quantity,Packaging,Series,Part Status,Capacitance,Tolerance,Voltage - Rated,Type,ESR (Equivalent Series Resistance),Operating Temperature,Lifetime @ Temp.,Mounting Type,Package / Case,Size / Dimension,Height - Seated (Max),Lead Spacing,Manufacturer Size Code,Ratings,Features,Failure Rate
399-9710-1-ND,T491A155K025AT,KEMET,CAP TANT 1.5UF 25V 10% 1206,"1,510 - Immediate",$0.52000,1,Cut Tape (CT) Alternate Packaging,T491,Active,1.5µF,±10%,25V,Molded,7.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-9733-1-ND,T491C107M010AT,KEMET,CAP TANT 100UF 10V 20% 2312,"9,842 - Immediate",$1.36000,1,Cut Tape (CT) Alternate Packaging,T491,Active,100µF,±20%,10V,Molded,1.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-10151-1-ND,T491B685K006AT,KEMET,CAP TANT 6.8UF 6.3V 10% 1411,"3,520 - Immediate",$0.53000,1,Cut Tape (CT) Alternate Packaging,T491,Active,6.8µF,±10%,6.3V,Molded,3.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-10140-1-ND,T491B155M025AT,KEMET,CAP TANT 1.5UF 25V 20% 1411,"1,060 - Immediate",$0.53000,1,Cut Tape (CT) Alternate Packaging,T491,Active,1.5µF,±20%,25V,Molded,5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-3917-1-ND,T496B225M016ATE3K5,KEMET,CAP TANT 2.2UF 16V 20% 1411,"2,782 - Immediate",$1.67000,1,Cut Tape (CT) Alternate Packaging,T496,Active,2.2µF,±20%,16V,Molded,3.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,COTS,Fail Safe with Built-in Fuse,-
399-3921-1-ND,T496B475M010AT,KEMET,CAP TANT 4.7UF 10V 20% 1411,"2,474 - Immediate",$1.67000,1,Cut Tape (CT) Alternate Packaging,T496,Active,4.7µF,±20%,10V,Molded,3.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,COTS,Fail Safe with Built-in Fuse,-
399-10279-1-ND,T496B475M010ATE3K5,KEMET,CAP TANT 4.7UF 10V 20% 1411,"5,208 - Immediate",$1.67000,1,Cut Tape (CT) Alternate Packaging,T496,Active,4.7µF,±20%,10V,Molded,3.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,COTS,Fail Safe with Built-in Fuse,-
399-11400-1-ND,T495C107K010ATE250,KEMET,CAP TANT 100UF 10V 10% 2312,"6,449 - Immediate",$1.38000,1,Cut Tape (CT) Alternate Packaging,T495,Active,100µF,±10%,10V,Molded,-,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-11406-1-ND,T495C226K016ATE350,KEMET,CAP TANT 22UF 16V 10% 2312,"9,538 - Immediate",$1.39000,1,Cut Tape (CT) Alternate Packaging,T495,Active,22µF,±10%,16V,Molded,350 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8302-1-ND,T491B155K035AT,KEMET,CAP TANT 1.5UF 35V 10% 1411,"1,703 - Immediate",$0.55000,1,Cut Tape (CT) Alternate Packaging,T491,Active,1.5µF,±10%,35V,Molded,5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-11361-1-ND,T350E106M025AT7301,KEMET,CAP TANT 10UF 25V 20% RADIAL,"2,203 - Immediate",$1.61000,1,Cut Tape (CT) Alternate Packaging,"T350, UltraDip II",Active,10µF,±20%,25V,Conformal Coated,2.5 Ohm,-55°C ~ 125°C,-,Through Hole,"Radial, Disc","0.217"" Dia (5.50mm)","0.350"" (8.90mm)","0.100"" (2.54mm)",E,-,General Purpose,-
399-3842-1-ND,T494C106K025AT,KEMET,CAP TANT 10UF 25V 10% 2312,"5,717 - Immediate",$1.44000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±10%,25V,Molded,600 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8465-1-ND,T494C475K035AT,KEMET,CAP TANT 4.7UF 35V 10% 2312,"4,089 - Immediate",$1.44000,1,Cut Tape (CT) Alternate Packaging,T494,Active,4.7µF,±10%,35V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3845-1-ND,T494C226K016AT,KEMET,CAP TANT 22UF 16V 10% 2312,"4,951 - Immediate",$1.44000,1,Cut Tape (CT) Alternate Packaging,T494,Active,22µF,±10%,16V,Molded,350 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3778-1-ND,T491D157M010AT,KEMET,CAP TANT 150UF 10V 20% 2917,"11,661 - Immediate",$1.47000,1,Cut Tape (CT) Alternate Packaging,T491,Active,150µF,±20%,10V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8380-1-ND,T491D227M006AT,KEMET,CAP TANT 220UF 6.3V 20% 2917,"8,056 - Immediate",$1.47000,1,Cut Tape (CT) Alternate Packaging,T491,Active,220µF,±20%,6.3V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8372-1-ND,T491D157K010AT,KEMET,CAP TANT 150UF 10V 10% 2917,"2,419 - Immediate",$1.47000,1,Cut Tape (CT) Alternate Packaging,T491,Active,150µF,±10%,10V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-5049-1-ND,T499C106K020ATE1K8,KEMET,CAP TANT 10UF 20V 10% 2312,"3,140 - Immediate",$1.47000,1,Cut Tape (CT) Alternate Packaging,T499,Active,10µF,±10%,20V,Molded,1.8 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,AEC-Q200,General Purpose,-
399-5075-1-ND,T499C225K035ATE3K5,KEMET,CAP TANT 2.2UF 35V 10% 2312,"3,370 - Immediate",$1.47000,1,Cut Tape (CT) Alternate Packaging,T499,Active,2.2µF,±10%,35V,Molded,3.5 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,AEC-Q200,General Purpose,-
399-5035-1-ND,T499C106K016ATE1K8,KEMET,CAP TANT 10UF 16V 10% 2312,"2,758 - Immediate",$1.47000,1,Cut Tape (CT) Alternate Packaging,T499,Active,10µF,±10%,16V,Molded,1.8 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,AEC-Q200,General Purpose,-
399-11396-1-ND,T498C225K035ATE2K2,KEMET,CAP TANT 2.2UF 35V 10% 6032-28,"1,750 - Immediate",$1.47000,1,Cut Tape (CT) Alternate Packaging,T498,Active,2.2µF,±10%,35V,Molded,2.2 Ohm,-55°C ~ 150°C,2000 Hrs @ 150°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,AEC-Q200,General Purpose,-
399-11082-1-ND,T495D106K035ATE260,KEMET,CAP TANT 10UF 35V 10% 2917,"18,850 - Immediate",$1.48000,1,Cut Tape (CT) Alternate Packaging,T495,Active,10µF,±10%,35V,Molded,260 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8494-1-ND,T495D106K035ATE300,KEMET,CAP TANT 10UF 35V 10% 2917,"12,286 - Immediate",$1.48000,1,Cut Tape (CT) Alternate Packaging,T495,Active,10µF,±10%,35V,Molded,300 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-11088-1-ND,T495D226K025ATE230,KEMET,CAP TANT 22UF 25V 10% 2917,"9,016 - Immediate",$1.48000,1,Cut Tape (CT) Alternate Packaging,T495,Active,22µF,±10%,25V,Molded,230 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8513-1-ND,T495D226M035ATE300,KEMET,CAP TANT 22UF 35V 20% 2917,"6,378 - Immediate",$1.48000,1,Cut Tape (CT) Alternate Packaging,T495,Active,22µF,±20%,35V,Molded,300 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-10512-1-ND,T495D226K035ATE260,KEMET,CAP TANT 22UF 35V 10% 2917,"5,586 - Immediate",$1.48000,1,Cut Tape (CT) Alternate Packaging,T495,Active,22µF,±10%,35V,Molded,260 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-5263-1-ND,T495D226M025ATE200,KEMET,CAP TANT 22UF 25V 20% 2917,"4,477 - Immediate",$1.48000,1,Cut Tape (CT) Alternate Packaging,T495,Active,22µF,±20%,25V,Molded,200 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8509-1-ND,T495D226K025ATE200,KEMET,CAP TANT 22UF 25V 10% 2917,"2,188 - Immediate",$1.48000,1,Cut Tape (CT) Alternate Packaging,T495,Active,22µF,±10%,25V,Molded,200 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-10522-1-ND,T495D686K006ATE180,KEMET,CAP TANT 68UF 6.3V 10% 2917,"2,625 - Immediate",$1.48000,1,Cut Tape (CT) Alternate Packaging,T495,Active,68µF,±10%,6.3V,Molded,180 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-9770-1-ND,T495D476M016ATE150,KEMET,CAP TANT 47UF 16V 20% 2917,"18,307 - Immediate",$1.50000,1,Cut Tape (CT) Alternate Packaging,T495,Active,47µF,±20%,16V,Molded,150 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-10271-1-ND,T494T106K010AT,KEMET,CAP TANT 10UF 10V 10% 1411,"9,288 - Immediate",$1.82000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±10%,10V,Molded,3.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.047"" (1.20mm)",-,T,-,General Purpose,-
399-3915-1-ND,T496B225K016ATE3K5,KEMET,CAP TANT 2.2UF 16V 10% 1411,"5,061 - Immediate",$1.82000,1,Cut Tape (CT) Alternate Packaging,T496,Active,2.2µF,±10%,16V,Molded,3.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,COTS,Fail Safe with Built-in Fuse,-
399-5302-1-ND,T496B475K025ATE4K0,KEMET,CAP TANT 4.7UF 25V 10% 1411,"4,311 - Immediate",$1.82000,1,Cut Tape (CT) Alternate Packaging,T496,Active,4.7µF,±10%,25V,Molded,4 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,COTS,Fail Safe with Built-in Fuse,-
399-3914-1-ND,T496B106M016ATE3K5,KEMET,CAP TANT 10UF 16V 20% 1411,"2,397 - Immediate",$1.82000,1,Cut Tape (CT) Alternate Packaging,T496,Active,10µF,±20%,16V,Molded,3.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,COTS,Fail Safe with Built-in Fuse,-
399-3916-1-ND,T496B225K020AT,KEMET,CAP TANT 2.2UF 20V 10% 1411,"2,425 - Immediate",$1.82000,1,Cut Tape (CT) Alternate Packaging,T496,Active,2.2µF,±10%,20V,Molded,3.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,COTS,Fail Safe with Built-in Fuse,-
399-8520-1-ND,T495D476K010ATE200,KEMET,CAP TANT 47UF 10V 10% 2917,"5,823 - Immediate",$1.51000,1,Cut Tape (CT) Alternate Packaging,T495,Active,47µF,±10%,10V,Molded,200 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-10241-1-ND,T494C105K050AT,KEMET,CAP TANT 1UF 50V 10% 2312,"6,342 - Immediate",$1.51000,1,Cut Tape (CT) Alternate Packaging,T494,Active,1µF,±10%,50V,Molded,1.6 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3797-1-ND,T491D476M025AT,KEMET,CAP TANT 47UF 25V 20% 2917,"62,261 - Immediate",$1.54000,1,Cut Tape (CT) Alternate Packaging,T491,Active,47µF,±20%,25V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8391-1-ND,T491D476K025AT,KEMET,CAP TANT 47UF 25V 10% 2917,"10,628 - Immediate",$1.54000,1,Cut Tape (CT) Alternate Packaging,T491,Active,47µF,±10%,25V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8516-1-ND,T495D336K020ATE200,KEMET,CAP TANT 33UF 20V 10% 2917,"4,675 - Immediate",$1.54000,1,Cut Tape (CT) Alternate Packaging,T495,Active,33µF,±10%,20V,Molded,200 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-10385-1-ND,T495D226M020ATE225,KEMET,CAP TANT 22UF 20V 20% 2917,"2,003 - Immediate",$1.54000,1,Cut Tape (CT) Alternate Packaging,T495,Active,22µF,±20%,20V,Molded,225 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3879-1-ND,T495D107K010ATE100,KEMET,CAP TANT 100UF 10V 10% 2917,"53,580 - Immediate",$1.56000,1,Cut Tape (CT) Alternate Packaging,T495,Active,100µF,±10%,10V,Molded,100 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-9744-1-ND,T491D227M010AT,KEMET,CAP TANT 220UF 10V 20% 2917,"25,661 - Immediate",$1.57000,1,Cut Tape (CT) Alternate Packaging,T491,Active,220µF,±20%,10V,Molded,500 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-10192-1-ND,T491D337M006AT,KEMET,CAP TANT 330UF 6.3V 20% 2917,"13,949 - Immediate",$1.57000,1,Cut Tape (CT) Alternate Packaging,T491,Active,330µF,±20%,6.3V,Molded,400 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.110"" (2.80mm)",-,D,-,General Purpose,-
399-9745-1-ND,T491D337K006AT,KEMET,CAP TANT 330UF 6.3V 10% 2917,"7,266 - Immediate",$1.57000,1,Cut Tape (CT) Alternate Packaging,T491,Active,330µF,±10%,6.3V,Molded,400 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8384-1-ND,T491D336M025AT,KEMET,CAP TANT 33UF 25V 20% 2917,"5,859 - Immediate",$1.57000,1,Cut Tape (CT) Alternate Packaging,T491,Active,33µF,±20%,25V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8379-1-ND,T491D227K010AT,KEMET,CAP TANT 220UF 10V 10% 2917,"5,108 - Immediate",$1.57000,1,Cut Tape (CT) Alternate Packaging,T491,Active,220µF,±10%,10V,Molded,500 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8382-1-ND,T491D336K025AT,KEMET,CAP TANT 33UF 25V 10% 2917,"2,040 - Immediate",$1.57000,1,Cut Tape (CT) Alternate Packaging,T491,Active,33µF,±10%,25V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-10164-1-ND,T491C156M016AT,KEMET,CAP TANT 15UF 16V 20% 2312,"1,439 - Immediate",$0.61000,1,Cut Tape (CT) Alternate Packaging,T491,Active,15µF,±20%,16V,Molded,1.6 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-10178-1-ND,T491C685K016AT,KEMET,CAP TANT 6.8UF 16V 10% 2312,"1,239 - Immediate",$0.61000,1,Cut Tape (CT) Alternate Packaging,T491,Active,6.8µF,±10%,16V,Molded,1.9 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3759-1-ND,T491C685K020AT,KEMET,CAP TANT 6.8UF 20V 10% 2312,"1,085 - Immediate",$0.61000,1,Cut Tape (CT) Alternate Packaging,T491,Active,6.8µF,±10%,20V,Molded,1.9 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8523-1-ND,T495D686K010ATE150,KEMET,CAP TANT 68UF 10V 10% 2917,"6,182 - Immediate",$1.57000,1,Cut Tape (CT) Alternate Packaging,T495,Active,68µF,±10%,10V,Molded,150 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3889-1-ND,T495D686K016ATE150,KEMET,CAP TANT 68UF 16V 10% 2917,"4,780 - Immediate",$1.57000,1,Cut Tape (CT) Alternate Packaging,T495,Active,68µF,±10%,16V,Molded,150 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8522-1-ND,T495D476K016ATE150,KEMET,CAP TANT 47UF 16V 10% 2917,"2,542 - Immediate",$1.57000,1,Cut Tape (CT) Alternate Packaging,T495,Active,47µF,±10%,16V,Molded,150 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-10242-1-ND,T494C106K035AT,KEMET,CAP TANT 10UF 35V 10% 2312,"4,808 - Immediate",$1.58000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±10%,35V,Molded,1.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3912-1-ND,T496B106K016ATE3K5,KEMET,CAP TANT 10UF 16V 10% 1411,"8,226 - Immediate",$1.92000,1,Cut Tape (CT) Alternate Packaging,T496,Active,10µF,±10%,16V,Molded,3.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,COTS,Fail Safe with Built-in Fuse,-
399-10432-1-ND,T495B476K010ATE500,KEMET,CAP TANT 47UF 10V 10% 1411,"5,759 - Immediate",$1.92000,1,Cut Tape (CT) Alternate Packaging,T495,Active,47µF,±10%,10V,Molded,500 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-3875-1-ND,T495B107M006ATE700,KEMET,CAP TANT 100UF 6.3V 20% 1411,"3,407 - Immediate",$1.92000,1,Cut Tape (CT) Alternate Packaging,T495,Active,100µF,±20%,6.3V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-11618-1-ND,T491C227M010AT,KEMET,CAP TANT 220UF 10V 20% 2312,"103,449 - Immediate",$1.59000,1,Cut Tape (CT) Alternate Packaging,T491,Active,220µF,±20%,10V,Molded,900 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-5062-1-ND,T499C106K025ATE1K5,KEMET,CAP TANT 10UF 25V 10% 2312,"9,738 - Immediate",$1.59000,1,Cut Tape (CT) Alternate Packaging,T499,Active,10µF,±10%,25V,Molded,1.5 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,AEC-Q200,General Purpose,-
399-3779-1-ND,T491D225K050AT,KEMET,CAP TANT 2.2UF 50V 10% 2917,"106,599 - Immediate",$1.74000,1,Cut Tape (CT) Alternate Packaging,T491,Active,2.2µF,±10%,50V,Molded,2.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8321-1-ND,T491B336M006AT,KEMET,CAP TANT 33UF 6.3V 20% 1411,"1,222 - Immediate",$0.63000,1,Cut Tape (CT) Alternate Packaging,T491,Active,33µF,±20%,6.3V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-3850-1-ND,T494C476K010AT,KEMET,CAP TANT 47UF 10V 10% 2312,"4,846 - Immediate",$1.64000,1,Cut Tape (CT) Alternate Packaging,T494,Active,47µF,±10%,10V,Molded,300 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
