Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Unit Price                                                          USD,Minimum Quantity,Packaging,Series,Part Status,Capacitance,Tolerance,Voltage - Rated,Type,ESR (Equivalent Series Resistance),Operating Temperature,Lifetime @ Temp.,Mounting Type,Package / Case,Size / Dimension,Height - Seated (Max),Lead Spacing,Manufacturer Size Code,Ratings,Features,Failure Rate
399-8306-1-ND,T491B225K020AH,KEMET,CAP TANT 2.2UF 20V 10% 1411,"2,720 - Immediate",$0.76000,1,Cut Tape (CT) Alternate Packaging,T491,Active,2.2µF,±10%,20V,Molded,3.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-3732-1-ND,T491C106K016AT,KEMET,CAP TANT 10UF 16V 10% 2312,"115,690 - Immediate",$0.61000,1,Cut Tape (CT) Alternate Packaging,T491,Active,10µF,±10%,16V,Molded,1.8 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8280-1-ND,T491A226K010AT,KEMET,CAP TANT 22UF 10V 10% 1206,"11,566 - Immediate",$0.77000,1,Cut Tape (CT) Alternate Packaging,T491,Active,22µF,±10%,10V,Molded,3.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-4698-1-ND,T491A686K006AT,KEMET,CAP TANT 68UF 6.3V 10% 1206,"9,072 - Immediate",$0.77000,1,Cut Tape (CT) Alternate Packaging,T491,Active,68µF,±10%,6.3V,Molded,4 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-3753-1-ND,T491C475K025AT,KEMET,CAP TANT 4.7UF 25V 10% 2312,"33,014 - Immediate",$0.64000,1,Cut Tape (CT) Alternate Packaging,T491,Active,4.7µF,±10%,25V,Molded,2.4 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3755-1-ND,T491C475M025AT,KEMET,CAP TANT 4.7UF 25V 20% 2312,"18,121 - Immediate",$0.64000,1,Cut Tape (CT) Alternate Packaging,T491,Active,4.7µF,±20%,25V,Molded,2.4 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3740-1-ND,T491C225K035AT,KEMET,CAP TANT 2.2UF 35V 10% 2312,"6,289 - Immediate",$0.64000,1,Cut Tape (CT) Alternate Packaging,T491,Active,2.2µF,±10%,35V,Molded,3.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8343-1-ND,T491C225M035AT,KEMET,CAP TANT 2.2UF 35V 20% 2312,"5,014 - Immediate",$0.64000,1,Cut Tape (CT) Alternate Packaging,T491,Active,2.2µF,±20%,35V,Molded,3.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8348-1-ND,T491C335K025AT,KEMET,CAP TANT 3.3UF 25V 10% 2312,"2,673 - Immediate",$0.64000,1,Cut Tape (CT) Alternate Packaging,T491,Active,3.3µF,±10%,25V,Molded,2.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3739-1-ND,T491C225K025AT,KEMET,CAP TANT 2.2UF 25V 10% 2312,"2,049 - Immediate",$0.64000,1,Cut Tape (CT) Alternate Packaging,T491,Active,2.2µF,±10%,25V,Molded,3.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8352-1-ND,T491C336M010AT,KEMET,CAP TANT 33UF 10V 20% 2312,"10,307 - Immediate",$0.66000,1,Cut Tape (CT) Alternate Packaging,T491,Active,33µF,±20%,10V,Molded,1.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3747-1-ND,T491C226M016AT,KEMET,CAP TANT 22UF 16V 20% 2312,"28,088 - Immediate",$0.66000,1,Cut Tape (CT) Alternate Packaging,T491,Active,22µF,±20%,16V,Molded,1.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-10099-1-ND,T491B106M016AH,KEMET,CAP TANT 10UF 16V 20% 1411,"2,952 - Immediate",$0.67000,1,Cut Tape (CT) Alternate Packaging,T491,Active,10µF,±20%,16V,Molded,2.8 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-3717-1-ND,T491B226M016AT,KEMET,CAP TANT 22UF 16V 20% 1411,"102,224 - Immediate",$0.67000,1,Cut Tape (CT) Alternate Packaging,T491,Active,22µF,±20%,16V,Molded,2.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8326-1-ND,T491B476K006AT,KEMET,CAP TANT 47UF 6.3V 10% 1411,"25,456 - Immediate",$0.67000,1,Cut Tape (CT) Alternate Packaging,T491,Active,47µF,±10%,6.3V,Molded,2 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8312-1-ND,T491B226K016AT,KEMET,CAP TANT 22UF 16V 10% 1411,"14,600 - Immediate",$0.67000,1,Cut Tape (CT) Alternate Packaging,T491,Active,22µF,±10%,16V,Molded,2.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8320-1-ND,T491B336K010AT,KEMET,CAP TANT 33UF 10V 10% 1411,"7,136 - Immediate",$0.67000,1,Cut Tape (CT) Alternate Packaging,T491,Active,33µF,±10%,10V,Molded,1.8 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8322-1-ND,T491B336M010AT,KEMET,CAP TANT 33UF 10V 20% 1411,"4,510 - Immediate",$0.67000,1,Cut Tape (CT) Alternate Packaging,T491,Active,33µF,±20%,10V,Molded,1.8 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-4766-1-ND,T498A105K035ATE10K,KEMET,CAP TANT 1UF 35V 10% 1206,"3,602 - Immediate",$0.69000,1,Cut Tape (CT) Alternate Packaging,T498,Active,1µF,±10%,35V,Molded,10 Ohm,-55°C ~ 150°C,2000 Hrs @ 150°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.063"" (1.60mm)",-,A,AEC-Q200,General Purpose,-
399-8297-1-ND,T491B106K016AH,KEMET,CAP TANT 10UF 16V 10% 1411,"10,064 - Immediate",$0.69000,1,Cut Tape (CT) Alternate Packaging,T491,Active,10µF,±10%,16V,Molded,2.8 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-5213-1-ND,T491B156K020AT,KEMET,CAP TANT 15UF 20V 10% 1411,"4,672 - Immediate",$0.75000,1,Cut Tape (CT) Alternate Packaging,T491,Active,15µF,±10%,20V,Molded,2.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-5041-1-ND,T499A684K020ATE12K,KEMET,CAP TANT 0.68UF 20V 10% 1206,"6,517 - Immediate",$0.70000,1,Cut Tape (CT) Alternate Packaging,T499,Active,0.68µF,±10%,20V,Molded,12 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,AEC-Q200,General Purpose,-
399-5027-1-ND,T499A225K016ATE6K0,KEMET,CAP TANT 2.2UF 16V 10% 1206,"5,263 - Immediate",$0.70000,1,Cut Tape (CT) Alternate Packaging,T499,Active,2.2µF,±10%,16V,Molded,6 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,AEC-Q200,General Purpose,-
399-4988-1-ND,T499A225K006ATE6K5,KEMET,CAP TANT 2.2UF 6.3V 10% 1206,"3,966 - Immediate",$0.70000,1,Cut Tape (CT) Alternate Packaging,T499,Active,2.2µF,±10%,6.3V,Molded,6.5 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,AEC-Q200,General Purpose,-
399-4990-1-ND,T499A475K006ATE6K0,KEMET,CAP TANT 4.7UF 6.3V 10% 1206,"3,223 - Immediate",$0.70000,1,Cut Tape (CT) Alternate Packaging,T499,Active,4.7µF,±10%,6.3V,Molded,6 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,AEC-Q200,General Purpose,-
399-5006-1-ND,T499A155K010ATE8K0,KEMET,CAP TANT 1.5UF 10V 10% 1206,"3,386 - Immediate",$0.70000,1,Cut Tape (CT) Alternate Packaging,T499,Active,1.5µF,±10%,10V,Molded,8 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,AEC-Q200,General Purpose,-
399-5009-1-ND,T499A475K010ATE6K0,KEMET,CAP TANT 4.7UF 10V 10% 1206,"2,030 - Immediate",$0.70000,1,Cut Tape (CT) Alternate Packaging,T499,Active,4.7µF,±10%,10V,Molded,6 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,AEC-Q200,General Purpose,-
399-5025-1-ND,T499A105K016ATE10K,KEMET,CAP TANT 1UF 16V 10% 1206,"2,220 - Immediate",$0.70000,1,Cut Tape (CT) Alternate Packaging,T499,Active,1µF,±10%,16V,Molded,10 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,AEC-Q200,General Purpose,-
399-5067-1-ND,T499A154K035ATE19K,KEMET,CAP TANT 0.15UF 35V 10% 1206,"2,690 - Immediate",$0.70000,1,Cut Tape (CT) Alternate Packaging,T499,Active,0.15µF,±10%,35V,Molded,19 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,AEC-Q200,General Purpose,-
399-5068-1-ND,T499A224K035ATE18K,KEMET,CAP TANT 0.22UF 35V 10% 1206,"2,862 - Immediate",$0.70000,1,Cut Tape (CT) Alternate Packaging,T499,Active,0.22µF,±10%,35V,Molded,18 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,AEC-Q200,General Purpose,-
399-5069-1-ND,T499A334K035ATE15K,KEMET,CAP TANT 0.33UF 35V 10% 1206,"2,803 - Immediate",$0.70000,1,Cut Tape (CT) Alternate Packaging,T499,Active,0.33µF,±10%,35V,Molded,15 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,AEC-Q200,General Purpose,-
399-3734-1-ND,T491C106K025AT,KEMET,CAP TANT 10UF 25V 10% 2312,"140,223 - Immediate",$0.69000,1,Cut Tape (CT) Alternate Packaging,T491,Active,10µF,±10%,25V,Molded,1.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3736-1-ND,T491C106M025AT,KEMET,CAP TANT 10UF 25V 20% 2312,"52,503 - Immediate",$0.69000,1,Cut Tape (CT) Alternate Packaging,T491,Active,10µF,±20%,25V,Molded,1.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3720-1-ND,T491B335M035AT,KEMET,CAP TANT 3.3UF 35V 20% 1411,"9,667 - Immediate",$0.71000,1,Cut Tape (CT) Alternate Packaging,T491,Active,3.3µF,±20%,35V,Molded,3.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8323-1-ND,T491B475K025AT,KEMET,CAP TANT 4.7UF 25V 10% 1411,"9,531 - Immediate",$0.71000,1,Cut Tape (CT) Alternate Packaging,T491,Active,4.7µF,±10%,25V,Molded,1.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-3728-1-ND,T491B685K025AT,KEMET,CAP TANT 6.8UF 25V 10% 1411,"5,501 - Immediate",$0.71000,1,Cut Tape (CT) Alternate Packaging,T491,Active,6.8µF,±10%,25V,Molded,2.8 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8325-1-ND,T491B475M025AT,KEMET,CAP TANT 4.7UF 25V 20% 1411,"3,901 - Immediate",$0.71000,1,Cut Tape (CT) Alternate Packaging,T491,Active,4.7µF,±20%,25V,Molded,1.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-3831-1-ND,T494B106M010AT,KEMET,CAP TANT 10UF 10V 20% 1411,"75,518 - Immediate",$0.91000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±20%,10V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8438-1-ND,T494A475K010AT,KEMET,CAP TANT 4.7UF 10V 10% 1206,"8,093 - Immediate",$0.76000,1,Cut Tape (CT) Alternate Packaging,T494,Active,4.7µF,±10%,10V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-3826-1-ND,T494A225K010AT,KEMET,CAP TANT 2.2UF 10V 10% 1206,"5,325 - Immediate",$0.76000,1,Cut Tape (CT) Alternate Packaging,T494,Active,2.2µF,±10%,10V,Molded,6 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-8427-1-ND,T494A105K016AT,KEMET,CAP TANT 1UF 16V 10% 1206,"6,634 - Immediate",$0.76000,1,Cut Tape (CT) Alternate Packaging,T494,Active,1µF,±10%,16V,Molded,6 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-8435-1-ND,T494A224K035AT,KEMET,CAP TANT 0.22UF 35V 10% 1206,"5,171 - Immediate",$0.76000,1,Cut Tape (CT) Alternate Packaging,T494,Active,0.22µF,±10%,35V,Molded,6 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-9453-1-ND,T494A334K025AT,KEMET,CAP TANT 0.33UF 25V 10% 1206,"4,448 - Immediate",$0.76000,1,Cut Tape (CT) Alternate Packaging,T494,Active,0.33µF,±10%,25V,Molded,10 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-8436-1-ND,T494A225K016AT,KEMET,CAP TANT 2.2UF 16V 10% 1206,"4,692 - Immediate",$0.76000,1,Cut Tape (CT) Alternate Packaging,T494,Active,2.2µF,±10%,16V,Molded,4 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-5011-1-ND,T499A685K010ATE6K0,KEMET,CAP TANT 6.8UF 10V 10% 1206,"4,068 - Immediate",$0.76000,1,Cut Tape (CT) Alternate Packaging,T499,Active,6.8µF,±10%,10V,Molded,6 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,AEC-Q200,General Purpose,-
399-8441-1-ND,T494A475M010AT,KEMET,CAP TANT 4.7UF 10V 20% 1206,"4,740 - Immediate",$0.73000,1,Cut Tape (CT) Alternate Packaging,T494,Active,4.7µF,±20%,10V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-10224-1-ND,T494A225M020AT,KEMET,CAP TANT 2.2UF 20V 20% 1206,"6,129 - Immediate",$0.73000,1,Cut Tape (CT) Alternate Packaging,T494,Active,2.2µF,±20%,20V,Molded,4 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-10220-1-ND,T494A105M020AT,KEMET,CAP TANT 1UF 20V 20% 1206,"3,719 - Immediate",$0.73000,1,Cut Tape (CT) Alternate Packaging,T494,Active,1µF,±20%,20V,Molded,5.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-9720-1-ND,T491B105K050AT,KEMET,CAP TANT 1UF 50V 10% 1411,"6,219 - Immediate",$0.78000,1,Cut Tape (CT) Alternate Packaging,T491,Active,1µF,±10%,50V,Molded,6 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8442-1-ND,T494A475M016AT,KEMET,CAP TANT 4.7UF 16V 20% 1206,"16,668 - Immediate",$0.79000,1,Cut Tape (CT) Alternate Packaging,T494,Active,4.7µF,±20%,16V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-8345-1-ND,T491C226M010AT,KEMET,CAP TANT 22UF 10V 20% 2312,"2,313 - Immediate",$0.72000,1,Cut Tape (CT) Alternate Packaging,T491,Active,22µF,±20%,10V,Molded,1.8 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-10161-1-ND,T491C155K035AT,KEMET,CAP TANT 1.5UF 35V 10% 2312,"2,150 - Immediate",$0.73000,1,Cut Tape (CT) Alternate Packaging,T491,Active,1.5µF,±10%,35V,Molded,4.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3760-1-ND,T491C685K025AT,KEMET,CAP TANT 6.8UF 25V 10% 2312,"2,591 - Immediate",$0.73000,1,Cut Tape (CT) Alternate Packaging,T491,Active,6.8µF,±10%,25V,Molded,1.9 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8350-1-ND,T491C336K010AT,KEMET,CAP TANT 33UF 10V 10% 2312,"1,714 - Immediate",$0.74000,1,Cut Tape (CT) Alternate Packaging,T491,Active,33µF,±10%,10V,Molded,1.6 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-10167-1-ND,T491C335M025AT,KEMET,CAP TANT 3.3UF 25V 20% 2312,"8,781 - Immediate",$0.75000,1,Cut Tape (CT) Alternate Packaging,T491,Active,3.3µF,±20%,25V,Molded,2.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8359-1-ND,T491C685M020AT,KEMET,CAP TANT 6.8UF 20V 20% 2312,"1,920 - Immediate",$0.75000,1,Cut Tape (CT) Alternate Packaging,T491,Active,6.8µF,±20%,20V,Molded,1.9 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8439-1-ND,T494A475K016AT,KEMET,CAP TANT 4.7UF 16V 10% 1206,"5,511 - Immediate",$0.82000,1,Cut Tape (CT) Alternate Packaging,T494,Active,4.7µF,±10%,16V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-8430-1-ND,T494A106K006AT,KEMET,CAP TANT 10UF 6.3V 10% 1206,"2,929 - Immediate",$0.82000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±10%,6.3V,Molded,2 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-10219-1-ND,T494A105K035AT,KEMET,CAP TANT 1UF 35V 10% 1206,"21,184 - Immediate",$0.84000,1,Cut Tape (CT) Alternate Packaging,T494,Active,1µF,±10%,35V,Molded,6 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-8340-1-ND,T491C156K016AT,KEMET,CAP TANT 15UF 16V 10% 2312,"2,670 - Immediate",$0.77000,1,Cut Tape (CT) Alternate Packaging,T491,Active,15µF,±10%,16V,Molded,1.8 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-4761-1-ND,T498B106K016ATE2K8,KEMET,CAP TANT 10UF 16V 10% 1411,"13,111 - Immediate",$0.84000,1,Cut Tape (CT) Alternate Packaging,T498,Active,10µF,±10%,16V,Molded,2.8 Ohm,-55°C ~ 150°C,2000 Hrs @ 150°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,AEC-Q200,General Purpose,-
399-4763-1-ND,T498B225K025ATE3K0,KEMET,CAP TANT 2.2UF 25V 10% 1411,"9,463 - Immediate",$0.84000,1,Cut Tape (CT) Alternate Packaging,T498,Active,2.2µF,±10%,25V,Molded,3 Ohm,-55°C ~ 150°C,2000 Hrs @ 150°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,AEC-Q200,General Purpose,-
399-8351-1-ND,T491C336M006AT,KEMET,CAP TANT 33UF 6.3V 20% 2312,"4,377 - Immediate",$0.77000,1,Cut Tape (CT) Alternate Packaging,T491,Active,33µF,±20%,6.3V,Molded,1.8 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
